id,title,name,category,material,brand,price,rating,reviewsCount,description,url,img_url,inStock,inStockText
B0CJF5XL35,"200 Pack 8x4.75x10 Inch Medium Brown Paper Bags with Handles Bulk, Joybe Kraft Paper Gift Bags for Birthday Party Favors Grocery Retail Shopping Business Goody Craft Blank Sacks (Plain Natural 200pcs)",Gift Bags,Health & Household,Paper,Joybe,$45.99,4.8,127.0,"Medium Size Gift Bags: These kraft paper bags measure 8 inches in length, 4.75 inches in width, and 10 inches in height. They are highly suitable for various occasions such as Valentine's Day gifts, shopping trips, holiday presents, party favors, retail packaging, merchandise storage, and wedding welcome bags. > Rugged & Durable: Crafted from sturdy 110g kraft paper material, these gift bags possess exceptional durability and can withstand a weight of up to 6 pounds. This ensures they meet the demands of your daily life activities. > Eco-friendly Paper Bags: Made entirely from recycled paper materials that are biodegradable and recyclable without emitting any unpleasant odors. Additionally, their appearance exudes elegance when used as gift bags. > Unleash Your Creativity: The gift paper bag is blank. You have the freedom to add your desired logo or patterns through DIY customization. Unleash your imagination and creativity to make them truly unique. > Shopping Worry-free: If you encounter any issues with our gift bags or if you're not completely happy with your purchase experience for any reason whatsoever, please feel free to email us so we can promptly resolve it for you.",https://www.amazon.com/dp/B0CJF5XL35,https://m.media-amazon.com/images/I/715Rw-2on5L.__AC_SX300_SY300_QL70_ML2_.jpg,True,In Stock  In Stock
B08RNJ1K7W,"12 Black Basket Tags, Acrylic Label Holders for Storage Bins, Hanging Labels with Jute String, Personalized Gift Tag",Key Tags,Office Products,Acrylic,SAVVY & SORTED,$16.99,4.6,349.0,"HOME & PANTRY ORGANIZATION - 12 BLANK Acrylic Organizing Tags with 156"" Natural Jute Twine String > PROFESSIONAL ORGANIZERS LOVE BASKET TAGS - Uplevel your home organization with label hanging tags to organize kitchen, office, closets, and toys > FIND IT FAST - Write directly on tags or use Preprinted Pantry Labels Stickers to identify what's inside > MODERNIZE YOUR HOME - Plenty of tags and string to fit wire baskets and large fabric storage bins > BLACK ACRYLIC BASKET LABEL TAGS - Perfect for a Farmhouse Labels or Minimalist Labels styled home",https://www.amazon.com/dp/B08RNJ1K7W,https://m.media-amazon.com/images/I/81k9HuyKYXL.__AC_SX300_SY300_QL70_ML2_.jpg,True,In Stock
B0DK2R7S12,"Tenn Well Natural Jute Twine, 1500 Feet 2mm Garden Twine, Brown Jute String for Arts and Crafts, Gardening, Gift Wrapping, Bundling, Recycling, Holiday Decorations",Twine,Tools & Home Improvement,Brown,Tenn Well,$12.99,4.6,5127.0,"Made from high quality jute fiber, this twine offers reliable performance for a range of gardening, crafting, and home organizing tasks, providing a natural, sturdy solution > EXTRA-lONG lENGTH - With a generous 1500 feet of twine, it offers ample material for tying plants, bundling, or creating beautiful decorations without frequent replacements > IDEAL THICKNESS - soft yet sturdy, the 2mm garden twine provides strength without causing damage to the items you're securing. Great for tying plants like tomatoes, cucumbers, or beans to stakes, trellises, or cages for better growth and support > WIDE APPLICATION - Perfect for gardening tasks like tying plants, vines, and trellises, this jute twine also excels in gift wrapping, crafting, bundling, home DIY projects, holiday decorations, offering endless creative possibilities > CONVENIENT TO USE - Packaged on a convenient coil, it's easy to use and won't get tangled, allowing you to cut any desired length effortlessly",https://www.amazon.com/dp/B0DK2R7S12,https://m.media-amazon.com/images/I/81hvOTRRbVL.__AC_SX300_SY300_QL70_ML2_.jpg,True,In Stock
B00VSXEVDU,"J & M Home Fashions Eco-Friendly Sturdy Rolled Natural Indoor/Outdoor Jute Rug, 22x60"", 1-Piece, Natural",Area Rugs,Home & Kitchen,100% Natural Jute Fiber,DII,$18.95,4.6,366.0,"100% Jute > Rug measures 22 x 60"" (approximately 0.5"" thick), made of durable 100% Jute, a shiny vegetable fiber spun into coarse threads. > SCRAPE DIRT & EASY CARE: Easily scrape off dirt, dust, grit, mud, grass or snow. > The Natural and Neutral tones fit with any home and office style and color. > 100% biodegradable; may be composted after its usable life.",https://www.amazon.com/dp/B00VSXEVDU,https://m.media-amazon.com/images/I/81J055W0D2L.__AC_SX300_SY300_QL70_ML2_.jpg,True,In Stock
B0CTMPVCB9,"HOMEMONDE Handcrafted Woven Rectangle Jute Rug - Rustic Braided Reversible Area Rug - Farmhouse Indoor Floor Rug - Eco Friendly Rug for Kitchen/Hallway/Living Room/Bedroom (Dark Grey Striped, 3'x5')",Area Rugs,Home & Kitchen,Jute,HOMEMONDE,$35.99,4.3,449.0,"100% Natural Jute: Crafted from premium jute fibers sourced from sustainable plants, our rugs are fully handmade and biodegradable. Each rug undergoes rigorous quality inspections to ensure durability and beauty, making it an eco-friendly addition to your home decor. > Exceptional Durability: Designed to last, our 60 x 36 inch rectangle jute rugs feature a superior braided texture that enhances their strength and longevity. Perfect for any space in your home, this stylish decor item is crafted with care for our valued customers, ensuring it looks great year after year. > Charming Braided Texture: Featuring a beautiful braided design, this rug effortlessly blends farmhouse, bohemian, and coastal aesthetics. It enhances a variety of decor styles, making it a versatile and stylish addition to any room in your home. > Sleek and Functional Design: With a 0.5-inch thickness, this rug is ideal for convenient placement in entryways and under furniture, ensuring it won’t obstruct doorways. Enjoy a stylish look without compromising on practicality! > Effortless Care for Lasting Beauty: To maintain your jute rug’s charm, vacuum 1 to 2 times a week using the suction-only attachment. For stains, gently blot the affected area with a clean, damp cloth. These simple steps will keep your rug looking gorgeous for years to come",https://www.amazon.com/dp/B0CTMPVCB9,https://m.media-amazon.com/images/I/81NbNpqeRWL.__AC_SX300_SY300_QL70_ML2_.jpg,True,Only 2 left in stock - order soon.
B0DND6VNPX,Vacuum Insulated Stainless Steel Double Wall Water Bottle Travel Coffee Mug - 40 oz Tumbler with Handle and Straw & 6PCS Cup Accessories for 40 oz Cup,Tumblers,Home & Kitchen,"Leak Proof, Lightweight, Non-Slip, Vacuum Insulated, Double Wall",Sanilinwild,$21.99,5.0,2.0,"【GOOD QUALITY】: This 40 Ounce Insulated Tumbler with Handle and straw is made of premium 18/8 food grade stainless steel with a powder paint coat finish that makes it durable scratch resistant and ensures the cup remains odor-free. Perfect for all your daily and travel needs! > 【Package Contents】: Everything you need is in the box.1PCS 40 Ounce Insulated Tumbler,Includes 1PCS water bottle strap, 1PCS rubber cup ring, 1PCS daisy straw cap, 1PCS water bottle boot, 1PCS butterfly key chain hanger . More than a carrying accessory, it's a trendy add-on to your bottle. > 【CUPHOLDER FRIENDLY】: The tapered design along with a comfortable ergonomic silicone handle makes this the perfect travel coffee cup or water tumbler! It fits in most cup holders and is built for everyday use, perfect at home, the office, the gym or on the go. Take us with you! > 【EARTH-FRIENDLY DURABILITY】: Made with 90% recycled BPA-free stainless steel, this tumbler offers a sustainable choice for enjoying your favorite drinks. The sturdy construction and reusable stainless steel straw support an eco-conscious lifestyle. > 【PERFECT GIFT FOR YOUR FAMILY AND FRIENDS】 - If you are looking for the perfect birthday or holiday gift, don't miss this 40 oz tumbler. This insulated iced coffee cup for sports, travel, driving and more.It can be a surprise gift for your family, friends, colleagues.",https://www.amazon.com/dp/B0DND6VNPX,https://m.media-amazon.com/images/I/61qHPD-Xr5L.__AC_SX300_SY300_QL70_ML2_.jpg,True,Only 3 left in stock - order soon.
B07YQL5B6N,Warhol Santa & Soup Cans - Reversible Holiday Wrapping Paper - Eco Gift Wrap Allport Editions x Wrappily,Gift Wrap Paper,Health & Household,Paper,Wrappily | Eco-friendly Gift Wrap Company,$15.95,4.4,441.0,"Eco wrapping paper with Pop Art Christmas patterns -- Warhol Santa & Soup Cans > 3 double-sided wrapping paper sheets (21.5"" x 34"") -- reversible coordinating patterns > Printed on premium-grade newsprint with soy-based inks > 100% recyclable & compostable; Made in the USA > Perfect Christmas wrapping paper for kids, families, men, teens, friends, co-workers, art-lovers",https://www.amazon.com/dp/B07YQL5B6N,https://m.media-amazon.com/images/I/71H4Rm0ZljL.__AC_SY300_SX300_QL70_ML2_.jpg,True,Only 2 left in stock - order soon.
B07B1QJ324,Trade Star Kilim Pillow Cover Ethnic Pillow Cover Home Decor Vintage Square 70% Jute 30% Wool Handwoven Pillow Case 18X18 Indian Cushions Decorative Pillow Sham Cushion Cover (Pattern 11),Throw Pillow Covers,Home & Kitchen,Pattern 11,Trade Star,$35.99,4.6,47.0,"70% Jute 30% Wool > PRODUCT SIZE: 18"" X 18"" Inches (45 X 45 Cms) Approx Square Cushion Cover > PRODUCT DETAIL: Jute Wool/ Kilim Pillow Covers With Thick Cotton Backing And Heavy Zipper Enclosure Pattern Made With Best Exports Quality Material. The package only includes 1 piece of cushion cover, filler/insert is not included. > USAGE: This lovely handmade cushion Cover made with the upmost quality craftsmanship is for anyone who prefers artistry and asymmetry. A beautiful Pillow Case to add traditional, yet modern comfort to any room. This decorative Throw Cover blends easily and effortlessly with existing furniture and accessories and could be used for car, chair, sofa, love seat cushions. > SUGGESTION : These cushion covers are best utilized Indoor is suggested. For initial weeks, shedding of material fibers is typical, and will decrease with time and use. Our Popular Life Home products are meticulously handmade by our artisans, this may result in a slight variation from one item to the next. Colors may slightly vary from shown images due to screen resolution.",https://www.amazon.com/dp/B07B1QJ324,https://m.media-amazon.com/images/I/81QHFFVYFGL.__AC_SX300_SY300_QL70_ML2_.jpg,True,Only 5 left in stock - order soon.
B0DF7Q9YGW,"2Pcs Black and White Heart Shaped Couple Toothbrushes,Eco Friendly Nano toothbrushes Dental Care Brush Manual Toothbrushes,Holiday Gifts for Couples,one Size,Oral Care,Toothbrushes and Accessories",Manual Toothbrushes,Health & Household,Lightweight,Seadiquiet,$6.99,4.0,1.0,1,https://www.amazon.com/dp/B0DF7Q9YGW,https://m.media-amazon.com/images/I/41-8E6oC5oL.__AC_SX300_SY300_QL70_ML2_.jpg,True,Only 17 left in stock - order soon.  Only 17 left in stock - order soon.
B0D5CYWZKS,"Meowy Catmas Wooden Christmas Ornament - Festive Cat-Themed Holiday Tree Decoration for Cat Lovers, Eco-Friendly Laser-Cut Keepsake",Hanging Ornaments,Home & Kitchen,,Donawings,$9.99,4.6,161.0,"Charming Cat Design - Features a snowflake shape adorned with cute cat illustrations and ""Meowy Catmas"" lettering in festive red. > Meowy Christmas Tree Ornament > High-Quality Craftsmanship - Made from premium eco-friendly wood with detailed laser-cut precision for a unique and durable ornament. > Perfect Holiday Decoration - Lightweight and easy to hang, this ornament adds a whimsical touch to any Christmas tree or holiday display. > Great Gift for Cat Lovers - A thoughtful and playful present for friends, family, or anyone who adores cats.",https://www.amazon.com/dp/B0D5CYWZKS,https://m.media-amazon.com/images/I/816WBUHcTaL.__AC_SX300_SY300_QL70_ML2_.jpg,True,In Stock
B08CXS94S1,"Christmas Gift Bags,40Pcs Santa Wrapping Bag in 4 Sizes and 4 Designs with Inserted Drawstring Ribbons and Tags for Wrapping Holiday",Gift Bags,Health & Household,Aluminized Polymer,WesGen,$26.99,4.8,1790.0,"Packaging includes - 40 x Xmas gift bags with inserted drawstring ribbons and 50 x gift tags.Dress up any gift in these classic, stylish bags and create a beautiful way to present your gift. > More convenient drawstring bags - Ribbons stay with bags.More convenient and time saving when wrapping gifts. > 4 different patterns in 4 sizes - Jumbo (21.6*16.5""), large (17*11.4""), medium (12.6*9.4"") and small sizes (8.6*6.3""). Perfect for all kinds of gifts. > Durability and reusable - Made from food grade aluminized polymer, these eco-friendly bags can be enough sturdy and reused by the person you give the gift to. > Application - Super Value Pack for Christmas Gift Wrapping. Perfect for Christmas Decoration, Christmas Gift Wrapping, Christmas Gift Decoration, Classrooms, Party Favors, Holiday Gift Extra-Special, Decorating Parties, Weddings, Christmas Trees, Wine Bottles and more.",https://www.amazon.com/dp/B08CXS94S1,https://m.media-amazon.com/images/I/71qqw4RQwYL.__AC_SX300_SY300_QL70_ML2_.jpg,True,In Stock
B08MYJBSCV,"ECO SOUL Compostable 8 Inch Palm Leaf Square Plates (50 Count) Like Bamboo Plates | Biodegradable | Eco-Friendly, Microwave & Oven Safe",Plates,Health & Household,Tan,ECO SOUL,$29.91,4.5,2013.0,"𝐄𝐂𝐎-𝐅𝐑𝐈𝐄𝐍𝐃𝐋𝐘 𝐀𝐍𝐃 𝐒𝐔𝐒𝐓𝐀𝐈𝐍𝐀𝐁𝐋𝐄: ECO SOUL palm leaf plates are made from naturally fallen palm leaves, making them a sustainable and environmentally friendly choice. > 𝐂𝐎𝐌𝐏𝐎𝐒𝐓𝐀𝐁𝐋𝐄 𝐀𝐍𝐃 𝐁𝐈𝐎𝐃𝐄𝐆𝐑𝐀𝐃𝐀𝐁𝐋𝐄: These plates are 100% compostable and biodegradable, ensuring they break down naturally without harming the environment. > 𝐒𝐀𝐅𝐄 𝐀𝐍𝐃 𝐍𝐎𝐍-𝐓𝐎𝐗𝐈𝐂: USDA BioPreferred Certified, free from harmful chemicals, BPA, dyes, and toxins; safe to dispose of without leaving harmful waste. > 𝐒𝐓𝐔𝐑𝐃𝐘 𝐀𝐍𝐃 𝐑𝐄𝐋𝐈𝐀𝐁𝐋𝐄: ECO SOUL plates are sturdy and reliable, able to hold up well against heavy and hot foods without bending or breaking. > 𝐌𝐈𝐂𝐑𝐎𝐖𝐀𝐕𝐄 𝐀𝐍𝐃 𝐎𝐕𝐄𝐍 𝐒𝐀𝐅𝐄: You can safely reheat food on these plates in the microwave or oven, providing convenience without compromising on quality.",https://www.amazon.com/dp/B08MYJBSCV,https://m.media-amazon.com/images/I/81WwmMLPlUL.__AC_SX300_SY300_QL70_ML2_.jpg,True,In Stock  Only 4 left in stock - order soon.
B0BJTW1KDZ,"Tenn Well 328 Feet 4mm Jute Twine, Thick Twine Rope for Crafts, Gift Wrapping, Bundling, Gardening, Christmas Decor and Macrame Projects",Twine,Tools & Home Improvement,Brown,Tenn Well,$16.99,4.7,3132.0,"NATURAL TWINE - Made of natural jute fiber, this twine string is biodegradable, soft and easy to work with. Great for making gift wrap, wrapping wine bottles, pots and planters to give a rustic touch > THICK TWINE - 4mm in thickness, the natural jute twine is twisted 4 strands without fraying and unraveling. It handles easily and holds knots tightly > LENGTH - 328 feet / 100 meters in length, the thick string is long enough to create several crafting projects > WIDE APPLICATION - The jute rope can be used to wrap presents, decorate mason jars. it’s also great for diy, arts and crafts, bundling, recycling, gardening applications, Thanksgiving and Christmas decorations > CONVENIENT TO USE - Packed on a coil, it’s convenient and won’t intertwined with each other. Easy to cut and tie things up",https://www.amazon.com/dp/B0BJTW1KDZ,https://m.media-amazon.com/images/I/81Oq0ORJNEL.__AC_SX300_SY300_QL70_ML2_.jpg,True,In Stock
B0977RVNXG,"DII Jute Burlap Collection Kitchen Tabletop, Table Runner, 14x108, Middle Stripe Artichoke",Table Runners,Home & Kitchen,"Table Runner, 14x108""",DII,$13.39,4.2,5766.0,"100% Jute > FOR YOUR TABLE: This table runner measures 14x108"" in size, appropriate for a table that can seat 4-6 people > EASY CARE: 100% jute/burlap; To clean, shake briskly or wipe with damp sponge or cloth > ADDS A FINISHING TOUCH: Adorn our neutral table runner with lace, ribbon or fabric paint to suit your occasion, keep it simple or layer to achieve a farmhouse style > ENHANCE YOUR HOME: Set in the foyer or on entryway tables for a warm and earthly welcome all year round",https://www.amazon.com/dp/B0977RVNXG,https://m.media-amazon.com/images/I/81gYGN3acnS.__AC_SX300_SY300_QL70_ML2_.jpg,True,In Stock
